iter	Passed	Remaining
141	783	54368
142	788	54340
143	793	54326
144	799	54304
145	804	54281
146	809	54234
147	814	54204
148	819	54187
149	824	54125
150	829	54124
151	835	54130
152	840	54095
153	845	54074
154	851	54080
155	856	54049
156	861	54000
157	866	53967
158	871	53960
159	877	53989
160	882	53960
161	887	53911
162	892	53887
163	898	53898
164	903	53866
165	909	53858
166	914	53863
167	920	53868
168	925	53843
169	930	53812
170	936	53834
171	941	53822
172	947	53818
173	953	53844
174	958	53810
175	963	53784
176	968	53757
177	973	53739
178	978	53705
179	984	53712
180	989	53675
181	994	53629
182	999	53643
183	1005	53617
184	1010	53627
185	1016	53642
186	1023	53729
187	1031	53859
188	1038	53903
189	1046	54012
190	1053	54101
191	1059	54146
192	1067	54251
193	1072	54221
194	1079	54259
195	1084	54226
196	1089	54218
197	1094	54183
198	1099	54174
199	1105	54193
200	1111	54183
201	1117	54187
202	1122	54195
203	1128	54176
204	1133	54154
205	1138	54146
206	1144	54146
207	1150	54156
208	1155	54146
209	1161	54148
210	1167	54164
211	1172	54147
212	1178	54158
213	1184	54146
214	1189	54118
215	1193	54081
216	1200	54110
217	1206	54119
218	1211	54124
219	1217	54105
220	1223	54123
221	1228	54096
222	1234	54105
223	1239	54081
224	1244	54085
225	1250	54076
226	1255	54072
227	1261	54057
228	1266	54058
229	1272	54050
230	1277	54016
231	1284	54069
232	1290	54079
233	1295	54075
234	1301	54092
235	1307	54085
236	1312	54066
237	1317	54049
238	1322	54022
239	1327	53995
240	1332	53970
241	1337	53950
242	1343	53929
243	1348	53903
244	1353	53879
245	1358	53850
246	1363	53827
247	1368	53810
248	1373	53792
249	1378	53750
250	1384	53755
251	1389	53768
252	1395	53749
253	1400	53728
254	1406	53745
255	1413	53810
256	1419	53820
257	1424	53798
258	1429	53775
259	1434	53743
260	1439	53731
261	1445	53723
262	1450	53715
263	1456	53723
264	1462	53709
265	1467	53685
266	1472	53659
267	1477	53653
268	1482	53640
269	1488	53631
270	1493	53609
271	1498	53595
272	1504	53591
273	1510	53625
274	1516	53626
275	1522	53631
276	1528	53635
277	1532	53607
278	1538	53611
279	1544	53608
280	1549	53606
281	1555	53595
282	1560	53582
283	1565	53574
284	1571	53557
285	1577	53580
286	1582	53558
287	1588	53568
288	1594	53564
289	1599	53556
290	1604	53518
291	1609	53497
292	1614	53478
293	1619	53464
294	1625	53468
295	1631	53483
296	1637	53490
297	1643	53510
298	1648	53491
299	1654	53482
300	1661	53537
301	1669	53615
302	1676	53649
303	1683	53702
304	1690	53736
305	1698	53799
306	1704	53826
307	1710	53825
308	1716	53823
309	1722	53832
310	1727	53815
311	1732	53805
312	1737	53785
313	1743	53767
314	1748	53766
315	1753	53744
316	1759	53754
317	1766	53790
318	1773	53808
319	1778	53792
320	1784	53799
321	1789	53793
322	1795	53797
323	1801	53789
324	1807	53795
325	1812	53781
326	1818	53779
327	1824	53788
328	1829	53782
329	1834	53763
330	1840	53766
331	1846	53760
332	1852	53766
333	1857	53753
334	1863	53754
335	1868	53736
336	1874	53736
337	1880	53746
338	1885	53732
339	1891	53731
340	1896	53720
341	1902	53727
342	1908	53730
343	1913	53715
344	1918	53700
345	1924	53691
346	1929	53686
347	1935	53671
348	1940	53664
349	1947	53685
350	1952	53668
351	1957	53662
352	1963	53648
353	1968	53649
354	1975	53660
355	1980	53661
356	1986	53666
357	1992	53662
358	1998	53657
359	2003	53642
360	2008	53615
361	2013	53604
362	2018	53586
363	2023	53565
364	2029	53580
365	2035	53566
366	2041	53582
367	2047	53583
368	2053	53596
369	2058	53582
370	2064	53573
371	2069	53552
372	2074	53537
373	2080	53550
374	2086	53554
375	2092	53569
376	2098	53575
377	2104	53573
378	2109	53552
379	2115	53555
380	2121	53550
381	2126	53547
382	2132	53544
383	2137	53538
384	2144	53549
385	2150	53551
386	2155	53550
387	2161	53536
388	2166	53516
389	2171	53499
390	2177	53502
391	2182	53485
392	2187	53480
393	2193	53476
394	2198	53448
395	2203	53444
396	2211	53498
397	2217	53504
398	2224	53532
399	2231	53567
400	2238	53583
401	2246	53628
402	2252	53643
403	2257	53631
404	2264	53645
405	2269	53640
406	2275	53639
407	2281	53641
408	2286	53622
409	2293	53644
410	2298	53634
411	2303	53615
412	2310	53624
413	2315	53606
414	2319	53573
415	2325	53572
416	2330	53565
417	2335	53545
418	2341	53541
419	2347	53548
420	2353	53539
421	2358	53526
422	2363	53504
423	2368	53484
424	2374	53494
425	2379	53487
426	2384	53468
427	2389	53449
428	2396	53455
429	2401	53436
430	2406	53420
431	2410	53396
432	2416	53392
433	2421	53378
434	2427	53371
435	2432	53357
436	2437	53349
437	2443	53347
438	2449	53348
439	2456	53369
440	2462	53380
441	2469	53397
442	2474	53383
443	2480	53385
444	2485	53378
445	2491	53364
446	2496	53357
447	2503	53369
448	2510	53406
449	2518	53457
450	2527	53505
451	2537	53593
452	2546	53670
453	2554	53718
454	2562	53764
455	2569	53771
456	2580	53882
457	2591	53992
458	2598	54004
459	2603	53996
460	2609	53987
461	2614	53974
462	2619	53949
463	2624	53931
464	2630	53944
465	2636	53937
466	2641	53921
467	2646	53897
468	2652	53893
469	2657	53877
470	2662	53865
471	2667	53854
472	2672	53838
473	2678	53820
474	2683	53813
475	2688	53793
476	2693	53774
477	2698	53757
478	2703	53745
479	2709	53729
480	2713	53703
481	2719	53694
482	2724	53688
483	2729	53674
484	2734	53655
485	2741	53663
486	2746	53651
487	2751	53635
488	2757	53624
489	2763	53632
490	2770	53646
491	2775	53636
492	2781	53637
493	2787	53632
494	2792	53630
495	2799	53639
496	2804	53619
497	2810	53627
498	2816	53622
499	2822	53619
500	2827	53601
501	2833	53602
502	2841	53647
503	2849	53680
504	2858	53739
505	2865	53763
506	2874	53812
507	2882	53861
508	2891	53914
509	2897	53924
510	2904	53939
511	2911	53957
512	2918	53968
513	2924	53975
514	2930	53965
515	2935	53948
516	2940	53943
517	2946	53929
518	2951	53921
519	2956	53904
520	2963	53908
521	2968	53899
522	2973	53885
523	2979	53883
524	2984	53870
525	2990	53865
526	2997	53876
527	3002	53857
528	3007	53839
529	3012	53821
530	3017	53805
531	3022	53788
532	3028	53785
533	3033	53778
534	3039	53770
535	3045	53775
536	3050	53764
537	3056	53763
538	3063	53766
539	3067	53746
540	3073	53740
541	3079	53740
542	3084	53721
543	3089	53698
544	3094	53685
545	3099	53668
546	3104	53658
547	3110	53647
548	3115	53641
549	3121	53632
550	3126	53615
551	3132	53607
552	3138	53612
553	3144	53614
554	3149	53605
555	3155	53600
556	3160	53588
557	3166	53572
558	3171	53571
559	3177	53567
560	3184	53581
561	3190	53577
562	3196	53576
563	3202	53571
564	3208	53571
565	3214	53570
566	3220	53576
567	3225	53564
568	3230	53546
569	3236	53540
570	3241	53528
571	3247	53526
572	3252	53515
573	3259	53520
574	3264	53506
575	3270	53505
576	3275	53493
577	3281	53491
578	3288	53502
579	3293	53498
580	3299	53488
581	3304	53476
582	3310	53466
583	3315	53453
584	3320	53441
585	3326	53436
586	3331	53423
587	3336	53411
588	3343	53418
589	3349	53415
590	3354	53399
591	3360	53404
592	3365	53392
593	3371	53385
594	3376	53372
595	3382	53368
596	3387	53354
597	3393	53350
598	3399	53356
599	3405	53348
600	3410	53340
601	3416	53338
602	3421	53324
603	3427	53325
604	3433	53318
605	3439	53310
606	3445	53312
607	3450	53304
608	3455	53289
609	3462	53293
610	3467	53287
611	3472	53273
612	3478	53266
613	3484	53260
614	3490	53259
615	3496	53267
616	3502	53269
617	3508	53257
618	3513	53246
619	3518	53232
620	3523	53222
621	3529	53213
622	3535	53206
623	3540	53193
624	3545	53186
625	3552	53189
626	3557	53174
627	3562	53169
628	3568	53160
629	3574	53167
630	3580	53158
631	3587	53177
632	3593	53169
633	3599	53172
634	3604	53162
635	3610	53158
636	3615	53145
637	3621	53141
638	3626	53131
639	3633	53136
640	3638	53126
641	3643	53113
642	3648	53099
643	3654	53092
644	3659	53081
645	3665	53070
646	3670	53062
647	3676	53052
648	3681	53050
649	3687	53048
650	3693	53038
651	3698	53025
652	3703	53007
653	3708	52999
654	3713	52987
655	3719	52976
656	3724	52969
657	3729	52954
658	3735	52946
659	3741	52943
660	3746	52930
661	3751	52922
662	3757	52918
663	3762	52901
664	3769	52913
665	3775	52908
666	3779	52890
667	3785	52876
668	3791	52886
669	3797	52882
670	3802	52873
671	3808	52867
672	3814	52859
673	3819	52851
674	3825	52847
675	3831	52840
676	3836	52830
677	3841	52822
678	3847	52811
679	3852	52802
680	3858	52798
681	3863	52788
682	3868	52773
683	3873	52761
684	3879	52753
685	3884	52735
686	3890	52735
687	3895	52726
688	3901	52719
689	3906	52711
690	3911	52699
691	3916	52680
692	3921	52670
693	3926	52653
694	3931	52641
695	3936	52624
696	3941	52613
697	3947	52604
698	3952	52589
699	3957	52575
700	3962	52567
701	3967	52553
702	3972	52539
703	3977	52524
704	3982	52510
705	3989	52522
706	3995	52513
707	4002	52525
708	4007	52519
709	4013	52513
710	4019	52508
711	4024	52498
712	4030	52501
713	4035	52489
714	4041	52476
715	4046	52471
716	4052	52463
717	4057	52450
718	4062	52442
719	4067	52431
720	4073	52424
721	4078	52413
722	4083	52393
723	4088	52376
724	4093	52365
725	4098	52356
726	4103	52343
727	4108	52327
728	4113	52310
729	4118	52296
730	4122	52277
731	4128	52275
732	4133	52259
733	4138	52250
734	4144	52237
735	4149	52232
736	4154	52219
737	4159	52205
738	4164	52190
739	4169	52178
740	4174	52163
741	4179	52152
742	4185	52143
743	4190	52135
744	4195	52124
745	4200	52106
746	4206	52104
747	4211	52089
748	4217	52091
749	4223	52091
750	4229	52083
751	4234	52070
752	4239	52065
753	4245	52058
754	4250	52042
755	4255	52030
756	4260	52016
757	4265	52006
758	4270	51996
759	4275	51981
760	4280	51970
761	4285	51956
762	4290	51939
763	4295	51929
764	4300	51919
765	4305	51903
766	4311	51903
767	4317	51895
768	4322	51890
769	4328	51885
770	4333	51878
771	4339	51869
772	4344	51853
773	4349	51847
774	4354	51832
775	4359	51819
776	4364	51811
777	4369	51798
778	4374	51786
779	4380	51776
780	4385	51766
781	4390	51758
782	4396	51750
783	4401	51739
784	4406	51723
785	4411	51710
786	4416	51696
787	4420	51682
788	4425	51666
789	4430	51657
790	4435	51641
791	4440	51628
792	4446	51619
793	4451	51613
794	4456	51597
795	4461	51586
796	4467	51582
797	4472	51572
798	4477	51557
799	4482	51545
800	4487	51538
801	4492	51526
802	4498	51520
803	4503	51508
804	4508	51498
805	4514	51491
806	4519	51482
807	4524	51474
808	4529	51462
809	4534	51449
810	4540	51442
811	4545	51429
812	4550	51422
813	4556	51416
814	4561	51403
815	4565	51388
816	4570	51373
817	4576	51366
818	4580	51352
819	4585	51338
820	4591	51331
821	4596	51319
822	4600	51303
823	4605	51289
824	4611	51280
825	4616	51275
826	4622	51276
827	4628	51276
828	4635	51282
829	4643	51296
830	4657	51386
831	4671	51473
832	4677	51479
833	4685	51497
834	4691	51490
835	4696	51482
836	4701	51468
837	4706	51457
838	4711	51440
839	4716	51435
840	4721	51421
841	4726	51407
842	4732	51403
843	4737	51393
844	4742	51383
845	4747	51374
846	4752	51362
847	4758	51356
848	4763	51342
849	4769	51336
850	4775	51340
851	4780	51333
852	4785	51318
853	4791	51313
854	4796	51303
855	4801	51288
856	4806	51282
857	4812	51272
858	4817	51262
859	4822	51255
860	4827	51243
861	4833	51240
862	4839	51234
863	4844	51225
864	4849	51209
865	4853	51192
866	4858	51176
867	4863	51167
868	4869	51166
869	4874	51150
870	4879	51143
871	4885	51140
872	4891	51137
873	4897	51141
874	4903	51136
875	4908	51126
876	4913	51112
877	4918	51102
878	4923	51091
879	4928	51079
880	4933	51068
881	4939	51062
882	4944	51051
883	4949	51039
884	4954	51029
885	4960	51022
886	4965	51013
887	4970	51008
888	4975	50996
889	4981	50986
890	4986	50978
891	4991	50967
892	4997	50962
893	5002	50956
894	5008	50947
895	5013	50942
896	5018	50928
897	5023	50918
898	5028	50906
899	5033	50895
900	5039	50893
901	5045	50886
902	5050	50876
903	5054	50862
904	5059	50851
905	5065	50842
906	5070	50832
907	5075	50820
908	5080	50811
909	5086	50804
910	5091	50796
911	5096	50787
912	5102	50783
913	5107	50775
914	5113	50770
915	5118	50756
916	5123	50748
917	5129	50745
918	5135	50744
919	5140	50732
920	5145	50724
921	5151	50720
922	5157	50716
923	5162	50704
924	5167	50700
925	5173	50691
926	5178	50686
927	5184	50680
928	5189	50671
929	5195	50669
930	5201	50666
931	5206	50659
932	5212	50655
933	5218	50649
934	5223	50647
935	5229	50642
936	5234	50632
937	5240	50629
938	5245	50621
939	5251	50615
940	5256	50605
941	5262	50600
942	5267	50594
943	5272	50584
944	5278	50576
945	5284	50572
946	5289	50562
947	5294	50550
948	5299	50543
949	5304	50536
950	5311	50536
951	5317	50535
952	5322	50530
953	5328	50524
954	5334	50521
955	5339	50517
956	5345	50509
957	5352	50514
958	5357	50511
959	5363	50506
960	5369	50505
961	5374	50495
962	5380	50487
963	5385	50479
964	5391	50474
965	5396	50467
966	5402	50463
967	5407	50458
968	5413	50449
969	5418	50440
970	5423	50430
971	5428	50424
972	5434	50416
973	5439	50410
974	5445	50410
975	5450	50399
976	5456	50393
977	5462	50392
978	5468	50385
979	5473	50381
980	5479	50376
981	5484	50368
982	5490	50365
983	5496	50359
984	5501	50349
985	5506	50344
986	5513	50344
987	5518	50333
988	5523	50325
989	5529	50324
990	5534	50310
991	5539	50301
992	5545	50296
993	5550	50289
994	5556	50283
995	5560	50271
996	5567	50270
997	5573	50273
998	5579	50271
999	5585	50269
1000	5590	50258
1001	5595	50250
1002	5600	50241
1003	5606	50232
1004	5611	50224
1005	5617	50218
1006	5622	50209
1007	5627	50200
1008	5632	50193
1009	5638	50191
1010	5644	50186
1011	5649	50175
1012	5655	50171
1013	5660	50163
1014	5666	50159
1015	5672	50156
1016	5677	50147
1017	5682	50137
1018	5688	50133
1019	5694	50134
1020	5700	50129
1021	5705	50122
1022	5711	50117
1023	5716	50108
1024	5722	50105
1025	5728	50103
1026	5734	50100
1027	5739	50096
1028	5745	50086
1029	5751	50087
1030	5757	50089
1031	5763	50085
1032	5769	50078
1033	5774	50070
1034	5779	50063
1035	5785	50058
1036	5790	50049
1037	5796	50042
1038	5801	50034
1039	5807	50035
1040	5813	50028
1041	5818	50021
1042	5824	50018
1043	5829	50010
1044	5834	50002
1045	5841	50001
1046	5846	49991
1047	5851	49985
1048	5857	49981
1049	5862	49973
1050	5868	49966
1051	5874	49962
1052	5879	49952
1053	5884	49945
1054	5890	49940
1055	5895	49934
1056	5900	49924
1057	5906	49917
1058	5911	49908
1059	5916	49898
1060	5922	49900
1061	5928	49894
1062	5933	49888
1063	5938	49876
1064	5943	49867
1065	5949	49861
1066	5954	49852
1067	5960	49847
1068	5965	49836
1069	5970	49828
1070	5975	49819
1071	5981	49813
1072	5986	49802
1073	5991	49793
1074	5996	49785
1075	6002	49782
1076	6008	49777
1077	6013	49773
1078	6019	49765
1079	6024	49760
1080	6030	49752
1081	6035	49741
1082	6040	49733
1083	6045	49722
1084	6050	49715
1085	6055	49706
1086	6060	49696
1087	6066	49689
1088	6072	49685
1089	6077	49679
1090	6083	49676
1091	6088	49666
1092	6094	49661
1093	6099	49650
1094	6104	49645
1095	6110	49643
1096	6115	49630
1097	6120	49622
1098	6126	49616
1099	6131	49608
1100	6137	49604
1101	6142	49594
1102	6147	49589
1103	6153	49583
1104	6158	49571
1105	6163	49564
1106	6169	49558
1107	6174	49550
1108	6179	49541
1109	6184	49533
1110	6190	49526
1111	6195	49519
1112	6200	49509
1113	6206	49505
1114	6212	49502
1115	6217	49495
1116	6223	49492
1117	6228	49484
1118	6234	49477
1119	6239	49471
1120	6244	49463
1121	6249	49453
1122	6255	49448
1123	6261	49443
1124	6266	49434
1125	6272	49431
1126	6278	49431
1127	6284	49426
1128	6288	49413
1129	6294	49405
1130	6299	49395
1131	6304	49392
1132	6310	49388
1133	6316	49380
1134	6322	49381
1135	6327	49370
1136	6332	49364
1137	6338	49362
1138	6344	49356
1139	6349	49346
1140	6354	49339
1141	6359	49331
1142	6364	49320
1143	6370	49312
1144	6375	49305
1145	6380	49297
1146	6386	49290
1147	6391	49283
1148	6396	49271
1149	6401	49263
1150	6406	49255
1151	6411	49246
1152	6416	49237
1153	6423	49235
1154	6427	49225
1155	6433	49217
1156	6438	49208
1157	6443	49198
1158	6448	49187
1159	6453	49178
1160	6458	49168
1161	6463	49160
1162	6468	49151
1163	6473	49144
1164	6479	49135
1165	6483	49123
1166	6489	49115
1167	6494	49107
1168	6499	49096
1169	6504	49087
1170	6509	49079
1171	6514	49068
1172	6519	49061
1173	6525	49055
1174	6530	49051
1175	6537	49051
1176	6544	49055
1177	6549	49047
1178	6554	49036
1179	6559	49028
1180	6564	49018
1181	6568	49006
1182	6575	49004
1183	6580	48997
1184	6585	48988
1185	6591	48982
1186	6595	48970
1187	6600	48959
1188	6606	48953
1189	6611	48944
1190	6616	48938
1191	6621	48931
1192	6628	48930
1193	6633	48920
1194	6638	48914
1195	6643	48906
1196	6648	48897
1197	6654	48888
1198	6659	48882
1199	6664	48873
1200	6669	48862
1201	6674	48854
1202	6680	48850
1203	6684	48837
1204	6690	48830
1205	6695	48821
1206	6700	48811
1207	6705	48803
1208	6710	48793
1209	6715	48787
1210	6720	48776
1211	6725	48766
1212	6731	48761
1213	6736	48750
1214	6742	48754
1215	6748	48747
1216	6753	48739
1217	6758	48731
1218	6763	48722
1219	6768	48714
1220	6773	48700
1221	6778	48691
1222	6783	48682
1223	6788	48675
1224	6793	48665
1225	6798	48655
1226	6804	48652
1227	6808	48638
1228	6815	48639
1229	6820	48633
1230	6826	48625
1231	6831	48616
1232	6836	48606
1233	6841	48598
1234	6846	48591
1235	6852	48588
1236	6857	48580
1237	6863	48573
1238	6867	48562
1239	6873	48554
1240	6878	48547
1241	6883	48537
1242	6887	48525
1243	6892	48511
1244	6897	48502
1245	6902	48493
1246	6907	48487
1247	6912	48478
1248	6918	48471
1249	6922	48460
1250	6928	48457
1251	6934	48449
1252	6938	48438
1253	6943	48427
1254	6948	48415
1255	6953	48408
1256	6958	48398
1257	6963	48389
1258	6968	48380
1259	6973	48371
1260	6978	48361
1261	6983	48351
1262	6988	48346
1263	6994	48340
1264	6999	48333
1265	7005	48330
1266	7010	48324
1267	7016	48319
1268	7023	48320
1269	7029	48322
1270	7036	48326
1271	7043	48327
1272	7048	48319
1273	7053	48310
1274	7058	48304
1275	7063	48295
1276	7069	48289
1277	7075	48285
1278	7080	48280
1279	7085	48273
1280	7090	48263
1281	7096	48255
1282	7101	48246
1283	7106	48243
1284	7112	48239
1285	7118	48232
1286	7123	48226
1287	7128	48219
1288	7133	48209
1289	7138	48200
1290	7144	48194
1291	7149	48189
1292	7154	48180
1293	7159	48171
1294	7164	48161
1295	7170	48155
1296	7175	48145
1297	7180	48138
1298	7185	48130
1299	7190	48120
1300	7195	48112
1301	7200	48103
1302	7205	48095
1303	7212	48094
1304	7217	48086
1305	7222	48078
1306	7227	48069
1307	7232	48059
1308	7237	48049
1309	7242	48041
1310	7247	48034
1311	7252	48025
1312	7257	48016
1313	7262	48007
1314	7267	47999
1315	7272	47991
1316	7278	47984
1317	7283	47979
1318	7288	47970
1319	7293	47961
1320	7298	47954
1321	7303	47945
1322	7309	47937
1323	7313	47926
1324	7318	47918
1325	7323	47908
1326	7329	47902
1327	7334	47894
1328	7340	47892
1329	7345	47883
1330	7350	47875
1331	7355	47868
1332	7361	47864
1333	7366	47857
1334	7372	47850
1335	7377	47842
1336	7383	47840
1337	7388	47830
1338	7393	47823
1339	7398	47817
1340	7404	47810
1341	7409	47800
1342	7414	47792
1343	7419	47783
1344	7423	47773
1345	7428	47763
1346	7434	47756
1347	7438	47746
1348	7443	47736
1349	7448	47727
1350	7454	47720
1351	7459	47714
1352	7464	47708
1353	7469	47699
1354	7475	47691
1355	7480	47683
1356	7485	47676
1357	7490	47666
1358	7495	47657
1359	7500	47650
1360	7505	47639
1361	7510	47632
1362	7516	47632
1363	7522	47626
1364	7527	47620
1365	7533	47618
1366	7539	47611
1367	7543	47601
1368	7548	47592
1369	7554	47586
1370	7559	47580
1371	7564	47572
1372	7570	47565
1373	7575	47556
1374	7580	47548
1375	7586	47546
1376	7591	47541
1377	7597	47535
1378	7601	47524
1379	7606	47515
1380	7611	47506
1381	7617	47499
1382	7622	47493
1383	7628	47489
1384	7634	47487
1385	7639	47480
1386	7644	47473
1387	7650	47468
1388	7655	47462
1389	7660	47453
1390	7666	47451
1391	7672	47448
1392	7678	47440
1393	7682	47431
1394	7689	47429
1395	7693	47419
1396	7699	47415
1397	7704	47406
1398	7710	47401
1399	7715	47394
1400	7721	47393
1401	7727	47389
1402	7732	47380
1403	7737	47372
1404	7742	47362
1405	7747	47354
1406	7753	47350
1407	7758	47343
1408	7763	47335
1409	7768	47329
1410	7774	47322
1411	7779	47316
1412	7784	47307
1413	7789	47300
1414	7795	47293
1415	7800	47286
1416	7805	47278
1417	7810	47273
1418	7816	47265
1419	7821	47258
1420	7826	47249
1421	7831	47242
1422	7836	47235
1423	7842	47228
1424	7847	47219
1425	7852	47215
1426	7858	47209
1427	7863	47203
1428	7868	47196
1429	7875	47197
1430	7881	47193
1431	7886	47185
1432	7891	47177
1433	7896	47171
1434	7902	47165
1435	7907	47156
1436	7912	47148
1437	7917	47141
1438	7923	47136
1439	7928	47129
1440	7933	47121
1441	7938	47116
1442	7944	47108
1443	7949	47100
1444	7954	47093
1445	7959	47085
1446	7964	47075
1447	7969	47070
1448	7974	47062
1449	7980	47056
1450	7985	47050
1451	7991	47045
1452	7996	47037
1453	8001	47028
1454	8006	47023
1455	8012	47018
1456	8017	47012
1457	8022	47003
1458	8029	47003
1459	8035	46999
1460	8040	46994
1461	8047	46995
1462	8052	46990
1463	8058	46986
1464	8063	46979
1465	8068	46970
1466	8074	46966
1467	8080	46961
1468	8085	46956
1469	8090	46947
1470	8095	46939
1471	8101	46935
1472	8107	46932
1473	8112	46925
1474	8118	46920
1475	8123	46911
1476	8128	46905
1477	8133	46897
1478	8139	46892
1479	8144	46884
1480	8149	46878
1481	8155	46876
1482	8161	46869
1483	8166	46862
1484	8171	46857
1485	8176	46848
1486	8182	46844
1487	8187	46838
1488	8193	46833
1489	8198	46826
1490	8204	46821
1491	8209	46812
1492	8214	46803
1493	8219	46798
1494	8225	46792
1495	8230	46788
1496	8235	46780
1497	8241	46776
1498	8246	46767
1499	8251	46758
1500	8256	46750
1501	8262	46745
1502	8267	46741
1503	8273	46734
1504	8278	46728
1505	8283	46722
1506	8289	46714
1507	8294	46708
1508	8299	46702
1509	8305	46696
1510	8311	46693
1511	8317	46691
1512	8322	46686
1513	8328	46681
1514	8333	46673
1515	8338	46663
1516	8343	46655
1517	8348	46645
1518	8353	46637
1519	8358	46629
1520	8363	46625
1521	8368	46617
1522	8374	46610
1523	8379	46605
1524	8384	46597
1525	8389	46588
1526	8394	46581
1527	8400	46574
1528	8405	46567
1529	8410	46559
1530	8415	46549
1531	8420	46541
1532	8426	46538
1533	8431	46531
1534	8436	46523
1535	8441	46517
1536	8446	46508
1537	8452	46503
1538	8457	46495
1539	8462	46488
1540	8467	46480
1541	8472	46471
1542	8477	46465
1543	8482	46457
1544	8487	46450
1545	8493	46442
1546	8498	46436
1547	8503	46429
1548	8508	46417
1549	8513	46413
1550	8519	46408
1551	8524	46401
1552	8530	46396
1553	8535	46391
1554	8540	46382
1555	8545	46375
1556	8551	46369
1557	8556	46363
1558	8561	46357
1559	8567	46353
1560	8572	46344
1561	8578	46342
1562	8585	46346
1563	8593	46351
1564	8599	46350
1565	8604	46342
1566	8609	46333
1567	8614	46324
1568	8620	46322
1569	8626	46321
1570	8632	46315
1571	8637	46310
1572	8643	46308
1573	8649	46302
1574	8654	46294
1575	8659	46288
1576	8664	46280
1577	8670	46273
1578	8675	46268
1579	8682	46267
1580	8686	46259
1581	8692	46253
1582	8698	46248
1583	8703	46244
1584	8710	46244
1585	8715	46234
1586	8720	46228
1587	8725	46222
1588	8731	46218
1589	8737	46213
1590	8742	46208
1591	8748	46202
1592	8754	46201
1593	8760	46196
1594	8765	46189
1595	8770	46183
1596	8775	46176
1597	8781	46172
1598	8786	46164
1599	8792	46161
1600	8797	46154
1601	8803	46147
1602	8808	46141
1603	8814	46137
1604	8819	46131
1605	8824	46124
1606	8830	46117
1607	8834	46108
1608	8840	46103
1609	8845	46096
1610	8850	46089
1611	8855	46081
1612	8860	46072
1613	8866	46066
1614	8871	46060
1615	8876	46053
1616	8882	46048
1617	8887	46043
1618	8893	46036
1619	8898	46031
1620	8904	46025
1621	8909	46017
1622	8914	46011
1623	8919	46005
1624	8924	45997
1625	8931	45995
1626	8936	45989
1627	8942	45984
1628	8947	45979
1629	8953	45975
1630	8960	45979
1631	8965	45971
1632	8972	45970
1633	8977	45963
1634	8983	45959
1635	8988	45955
1636	8994	45952
1637	8999	45943
1638	9006	45942
1639	9012	45941
1640	9018	45937
1641	9024	45934
1642	9029	45929
1643	9035	45922
1644	9039	45913
1645	9045	45908
1646	9050	45901
1647	9055	45895
1648	9062	45893
1649	9068	45893
1650	9074	45888
1651	9079	45883
1652	9085	45880
1653	9092	45879
1654	9097	45872
1655	9102	45866
1656	9108	45860
1657	9114	45859
1658	9120	45853
1659	9125	45849
1660	9131	45844
1661	9137	45839
1662	9142	45835
1663	9148	45829
1664	9154	45825
1665	9160	45822
1666	9165	45816
1667	9170	45809
1668	9176	45804
1669	9181	45799
1670	9187	45795
1671	9192	45787
1672	9198	45782
1673	9203	45777
1674	9209	45774
1675	9215	45771
1676	9226	45789
1677	9237	45811
1678	9247	45829
1679	9253	45825
1680	9262	45836
1681	9267	45829
1682	9272	45823
1683	9277	45816
