iter	RMSE
0	0.1173260866
1	0.1158054172
2	0.1143070808
3	0.1128633796
4	0.1114960692
5	0.1101748706
6	0.1089141366
7	0.1077103142
8	0.106587259
9	0.1055341842
10	0.1045011666
11	0.1034700284
12	0.1025117563
13	0.101529812
14	0.1006265568
15	0.09972388651
16	0.09887885888
17	0.09808922646
18	0.09732631492
19	0.09660515923
20	0.09590984876
21	0.09521630767
22	0.09453678111
23	0.0938529266
24	0.09320867157
25	0.092647321
26	0.09209176946
27	0.09150067934
28	0.09094382512
29	0.09043221265
30	0.08988181831
31	0.08937600114
32	0.088942282
33	0.08847695301
34	0.08802278187
35	0.08756794647
36	0.08719321914
37	0.08678733868
38	0.08640816449
39	0.08604074448
40	0.08563072244
41	0.08531132158
42	0.08500437827
43	0.08463145117
44	0.08433188702
45	0.08404715776
46	0.08377351931
47	0.08350210655
48	0.08326082714
49	0.08303661017
50	0.08275010642
51	0.08249511763
52	0.08227720093
53	0.08200995711
54	0.08181054148
55	0.08159083175
56	0.08139383089
57	0.08116562262
58	0.08096602805
59	0.08076340591
60	0.08053743283
61	0.08038902463
62	0.08016299713
63	0.07996781223
64	0.07980867343
65	0.07957225242
66	0.07942317295
67	0.0792524857
68	0.07912139777
69	0.07896611023
70	0.07883897757
71	0.07861700104
72	0.07846876986
73	0.07833108055
74	0.07816658816
75	0.07800092645
76	0.07783644661
77	0.07768437281
78	0.07755232428
79	0.07739127725
80	0.07729893878
81	0.07720119597
82	0.07702019309
83	0.07690293165
84	0.07677150414
85	0.07668303709
86	0.07659252981
87	0.07650276159
88	0.07637264618
89	0.07625983386
90	0.07615376068
91	0.07600141421
92	0.07592004757
93	0.0758410559
94	0.07577041202
95	0.07565546284
96	0.07552411249
97	0.07546068725
98	0.0753726178
99	0.07530779802
100	0.07518151089
101	0.0751192619
102	0.07505760387
103	0.07500307869
104	0.07491873598
105	0.07485210721
106	0.07472411522
107	0.07466616603
108	0.07458704656
109	0.07446303227
110	0.07435419713
111	0.07430129904
112	0.07424390392
113	0.07416386363
114	0.07410089773
115	0.07401725424
116	0.07395797282
117	0.07391301381
118	0.07383865266
119	0.07375459273
120	0.07370001544
121	0.07360300012
122	0.07349892045
123	0.07343106996
124	0.07338970912
125	0.07330716331
126	0.07325005813
127	0.07320735344
128	0.07316463645
129	0.07310217766
130	0.07302444596
131	0.07295458346
132	0.07289433034
133	0.07281591208
134	0.07277224573
135	0.07271958778
136	0.07266998065
137	0.07261110514
138	0.07253844838
139	0.07245991502
140	0.07239072402
141	0.07231568263
142	0.07225728907
143	0.07220389258
144	0.0721548773
145	0.07211317788
146	0.07207910145
147	0.072007196
148	0.0719345971
149	0.07189121963
150	0.07183317538
151	0.07178610481
152	0.07174883128
153	0.07170655286
154	0.071657686
155	0.07162066597
156	0.07158895852
157	0.07152556697
158	0.07149639326
159	0.07142997843
160	0.07138887509
161	0.07136134094
162	0.07133355987
163	0.07126128791
164	0.07122472511
165	0.07119639427
166	0.07113367364
167	0.07109347889
168	0.07103646856
169	0.07101135612
170	0.07095185378
171	0.07092550139
172	0.07089284169
173	0.07082931145
174	0.07079680209
175	0.07073587541
176	0.07067450479
177	0.07063397713
178	0.07058915658
179	0.07053068038
180	0.07051075894
181	0.07048947374
182	0.07043250953
183	0.07040746459
184	0.07038777758
185	0.07033559631
186	0.07031310364
187	0.07027119438
188	0.0702478186
189	0.07019308941
190	0.07015976048
191	0.07010161473
192	0.07005041965
193	0.0700328298
194	0.06997843932
195	0.06993400038
196	0.06991176266
197	0.06989091507
198	0.06984914324
199	0.06981184307
200	0.06978718491
201	0.06973600393
202	0.06968827738
203	0.06967066881
204	0.06965203886
205	0.06961725516
206	0.06959759939
207	0.06955181386
208	0.06950647286
209	0.06947000096
210	0.06942150053
211	0.06939193998
212	0.06935912314
213	0.06932837539
214	0.06928873802
215	0.06926811248
216	0.06922752472
217	0.06921265843
218	0.06919906515
219	0.06916989216
220	0.06914808924
221	0.06913239975
222	0.06907910161
223	0.06906582703
224	0.06902758108
225	0.06899613981
226	0.06897902868
227	0.06896413229
228	0.0689359389
229	0.06890571276
230	0.06889621391
231	0.0688393865
232	0.06882437244
233	0.06879162728
234	0.06874450928
235	0.06871965628
236	0.06868622589
237	0.06866073406
238	0.06864336281
239	0.06860395102
240	0.06858191166
241	0.06855037997
242	0.06851507482
243	0.06849370534
244	0.06847275146
245	0.06844095892
246	0.06842652845
247	0.06839851957
248	0.06836585956
249	0.06835259782
250	0.06830173832
251	0.06825367126
252	0.06822257059
253	0.06820003305
254	0.06815547784
255	0.06814390602
256	0.06812390303
257	0.06809953312
258	0.06808174535
259	0.06804129245
260	0.06802421107
261	0.06799272657
262	0.06797764688
263	0.06793331602
264	0.06789409846
265	0.06786505431
266	0.06782981438
267	0.06779643698
268	0.06777269223
269	0.06775950366
270	0.06774847259
271	0.06772065515
272	0.06769284977
273	0.06766139673
274	0.06764569095
275	0.06762085707
276	0.06760758417
277	0.06758788642
278	0.06756603795
279	0.06755508246
280	0.06752981483
281	0.06751821618
282	0.06750318071
283	0.06747277113
284	0.06744849977
285	0.06742348024
286	0.06740772915
287	0.06738309677
288	0.06736320301
289	0.06735224864
290	0.06733378639
291	0.0673038303
292	0.06728523977
293	0.06726027499
294	0.06723910844
295	0.06722863743
296	0.06720626583
297	0.06718617208
298	0.06717731474
299	0.06714522172
300	0.06713558396
301	0.06709711516
302	0.06706778805
303	0.067056021
304	0.06703208626
305	0.06699758962
306	0.06698714475
307	0.06696649664
308	0.0669403665
309	0.06691684633
310	0.06690429981
311	0.06688031301
312	0.0668737183
313	0.06686114722
314	0.06684038526
315	0.06681844289
316	0.06679063404
317	0.06675366087
318	0.0667254369
319	0.06670561827
320	0.06668041783
321	0.06664400812
322	0.06661922971
323	0.0666042506
324	0.06658288054
325	0.06656805554
326	0.06654778037
327	0.06650713785
328	0.0664989186
329	0.06647801547
330	0.06646419542
331	0.06643919354
332	0.06640424631
333	0.06638175481
334	0.06635327622
335	0.06634357631
336	0.06632537549
337	0.06630062199
338	0.06628470552
339	0.06627186024
340	0.0662632047
341	0.06625472645
342	0.06623206838
343	0.06621269777
344	0.06619324148
345	0.06617306244
346	0.06616023856
347	0.06613484018
348	0.06612055138
349	0.0660858923
350	0.06606145757
351	0.06603901595
352	0.06601326142
353	0.06600060672
354	0.06596081233
355	0.06594309531
356	0.06593512709
357	0.06591559614
358	0.06588762044
359	0.06587756923
360	0.06586984232
361	0.06586052772
362	0.06585259999
363	0.06582879609
364	0.06579947171
365	0.0657919955
366	0.06575960304
367	0.06573193893
368	0.06570158843
369	0.06569460597
370	0.06566586287
371	0.06565346062
372	0.06564461839
373	0.06561730827
374	0.06558698315
375	0.06556532342
376	0.0655440134
377	0.06553529734
378	0.06551901602
379	0.06550168068
380	0.06546370058
381	0.06544566669
382	0.06542263328
383	0.06541375562
384	0.06539657024
385	0.06537390634
386	0.06535863574
387	0.06533567581
388	0.06532639577
389	0.06530521722
390	0.06528480323
391	0.06526672028
392	0.06525029629
393	0.06523225812
394	0.06522402331
395	0.06518848611
396	0.0651695965
397	0.06515565237
398	0.06514350868
399	0.0651202859
400	0.06509921781
401	0.06507857441
402	0.06504689607
403	0.06502686049
404	0.06500780656
405	0.06498784685
406	0.06495651414
407	0.06493480193
408	0.06492383674
409	0.06489703635
